produto;descricao;b_o;mat_med;fornecedor;comprador;primeira_filial_rota;filial_dest;sigla_dest;empresa_dest;grupo_tributacao;flag_tributacao;rota;codigo;gui_semana_saida;gui_semana_chegada;modo_compra;dia_sugerido_pedido;qtd_comprada;preco_total;status
147925;ISOSOURCE 1.0 BAUNILHA LATA 400G BR;Não;MAT;NESTLE;LUCIANA;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I1;1006;0;S3 (24/02/2025 - 28/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45716;62;2349.8;-
147926;ISOSOURCE JUNIOR BAUNILHA LATA 400G BR;Não;MAT;NESTLE;LUCIANA;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I1;1006;0;S3 (24/02/2025 - 28/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45716;2;70;-
148050;LOKELMA 5G CX 30ENV ASTRAZENECA;Não;MED;ASTRAZENECA;BYANCA;1021;1021;Mafra - NSR;Mafra;Importado;NT;1021;0;S1 (10/02/2025 - 16/02/2025);S2 (17/02/2025 - 23/02/2025);Emergencial;45704;8;10052.89;-
148050;LOKELMA 5G CX 30ENV ASTRAZENECA;Não;MED;ASTRAZENECA;BYANCA;1036;1036;Mafra - DF2;Mafra;Importado;NT;1036;0;S3 (24/02/2025 - 28/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45716;19;24591.89;-
148126;TUBO A VACUO S/ ADITIVO 4ML TAMPA BRANCA PCT C/100;B.O. Total;PREVENA;NEOLAB;LUCIANA;1036;1036;Mafra - DF2;Mafra;Importado;I1;1036;0;S3 (24/02/2025 - 28/02/2025);S5 (10/03/2025 - 16/03/2025);Emergencial;45716;34;968.56;-
148218;MASC.DESC.C/ELAST PCTE C/50 UN;Não;MAT;LIVE;DANIELE;1006;1006;Mafra - CAJ;Mafra;Importado;I1;1006;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45704;675;2213.29;-
148218;MASC.DESC.C/ELAST PCTE C/50 UN;Não;MAT;LIVE;DANIELE;1006;1006;Mafra - CAJ;Mafra;Importado;I1;1006;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Emergencial;45711;198;649.23;-
148218;MASC.DESC.C/ELAST PCTE C/50 UN;Não;MAT;LIVE;DANIELE;1006;1006;Mafra - CAJ;Mafra;Importado;I1;1006;0;S3 (24/02/2025 - 28/02/2025);S6 (17/03/2025 - 23/03/2025);Emergencial;45716;396;1298.46;-
148218;MASC.DESC.C/ELAST PCTE C/50 UN;Não;MAT;LIVE;DANIELE;1010;1010;Mafra - REC;Mafra;Importado;I1;1010;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45704;1618;5305.34;-
148218;MASC.DESC.C/ELAST PCTE C/50 UN;Não;MAT;LIVE;DANIELE;1010;1010;Mafra - REC;Mafra;Importado;I1;1010;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Emergencial;45711;476;1560.78;-
148218;MASC.DESC.C/ELAST PCTE C/50 UN;Não;MAT;LIVE;DANIELE;1010;1010;Mafra - REC;Mafra;Importado;I1;1010;0;S3 (24/02/2025 - 28/02/2025);S6 (17/03/2025 - 23/03/2025);Emergencial;45716;951;3118.28;-
148218;MASC.DESC.C/ELAST PCTE C/50 UN;Não;MAT;LIVE;DANIELE;1036;1036;Mafra - DF2;Mafra;Importado;I1;1036;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45704;533;1747.68;-
148218;MASC.DESC.C/ELAST PCTE C/50 UN;Não;MAT;LIVE;DANIELE;1036;1036;Mafra - DF2;Mafra;Importado;I1;1036;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Emergencial;45711;167;547.58;-
148218;MASC.DESC.C/ELAST PCTE C/50 UN;Não;MAT;LIVE;DANIELE;1036;1036;Mafra - DF2;Mafra;Importado;I1;1036;0;S3 (24/02/2025 - 28/02/2025);S6 (17/03/2025 - 23/03/2025);Emergencial;45716;334;1095.17;-
148310;SUPRAHYAL ONE 98 MG/ML SLX1;Não;MED;ZODIAC;ANDREW;1002;1002;Mafra - LDA;Mafra;Importado;I3;1002;0;S1 (10/02/2025 - 16/02/2025);S2 (17/02/2025 - 23/02/2025);Emergencial;45704;2;925.04;-
148310;SUPRAHYAL ONE 98 MG/ML SLX1;Não;MED;ZODIAC;ANDREW;1002;1002;Mafra - LDA;Mafra;Importado;I3;1002;0;S3 (24/02/2025 - 28/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45716;2;925.04;-
148327;CIPROFLOXACINO 2MG/ML CX 32BLS SIST 200ML HALEX ISTAR;Não;MED;HALEXISTAR;ALESSANDRO;1006;1006;Mafra - CAJ;Mafra;Nacional 12%;I3;1006;0;S3 (24/02/2025 - 28/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45716;1;640;-
148327;CIPROFLOXACINO 2MG/ML CX 32BLS SIST 200ML HALEX ISTAR;Não;MED;HALEXISTAR;ALESSANDRO;1010;1010;Mafra - REC;Mafra;Nacional 12%;I3;1010;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Emergencial;45704;1;640;-
148327;CIPROFLOXACINO 2MG/ML CX 32BLS SIST 200ML HALEX ISTAR;Não;MED;HALEXISTAR;ALESSANDRO;1010;1010;Mafra - REC;Mafra;Nacional 12%;I3;1010;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45711;1;640;-
148327;CIPROFLOXACINO 2MG/ML CX 32BLS SIST 200ML HALEX ISTAR;Não;MED;HALEXISTAR;ALESSANDRO;1010;1010;Mafra - REC;Mafra;Nacional 12%;I3;1010;0;S3 (24/02/2025 - 28/02/2025);S5 (10/03/2025 - 16/03/2025);Emergencial;45716;2;1280;-
148327;CIPROFLOXACINO 2MG/ML CX 32BLS SIST 200ML HALEX ISTAR;Não;MED;HALEXISTAR;ALESSANDRO;1021;1021;Mafra - NSR;Mafra;Nacional 12%;I3;1021;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Emergencial;45704;3;1920;-
148327;CIPROFLOXACINO 2MG/ML CX 32BLS SIST 200ML HALEX ISTAR;Não;MED;HALEXISTAR;ALESSANDRO;1021;1021;Mafra - NSR;Mafra;Nacional 12%;I3;1021;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45711;1;640;-
148327;CIPROFLOXACINO 2MG/ML CX 32BLS SIST 200ML HALEX ISTAR;Não;MED;HALEXISTAR;ALESSANDRO;1021;1021;Mafra - NSR;Mafra;Nacional 12%;I3;1021;0;S3 (24/02/2025 - 28/02/2025);S5 (10/03/2025 - 16/03/2025);Emergencial;45716;2;1280;-
148327;CIPROFLOXACINO 2MG/ML CX 32BLS SIST 200ML HALEX ISTAR;Não;MED;HALEXISTAR;ALESSANDRO;1036;1036;Mafra - DF2;Mafra;Nacional 12%;I3;1036;0;S1 (10/02/2025 - 16/02/2025);S2 (17/02/2025 - 23/02/2025);Emergencial;45704;8;5120;-
148327;CIPROFLOXACINO 2MG/ML CX 32BLS SIST 200ML HALEX ISTAR;Não;MED;HALEXISTAR;ALESSANDRO;1036;1036;Mafra - DF2;Mafra;Nacional 12%;I3;1036;0;S3 (24/02/2025 - 28/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45716;7;4480;-
149000;GLICOSE 10% CX 16FR 500ML FARMARIN;Não;MED;FARMARIN;BRUNA;1002;1002;Mafra - LDA;Mafra;Nacional 7%;I1;1002;0;S3 (24/02/2025 - 28/02/2025);S6 (17/03/2025 - 23/03/2025);Emergencial;45716;4;294.4;-
149000;GLICOSE 10% CX 16FR 500ML FARMARIN;Não;MED;FARMARIN;BRUNA;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I1;1006;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45704;14;1030.4;-
149000;GLICOSE 10% CX 16FR 500ML FARMARIN;Não;MED;FARMARIN;BRUNA;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I1;1006;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Emergencial;45711;6;441.6;-
149000;GLICOSE 10% CX 16FR 500ML FARMARIN;Não;MED;FARMARIN;BRUNA;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I1;1006;0;S3 (24/02/2025 - 28/02/2025);S6 (17/03/2025 - 23/03/2025);Emergencial;45716;12;883.2;-
149000;GLICOSE 10% CX 16FR 500ML FARMARIN;Não;MED;FARMARIN;BRUNA;1021;1021;Mafra - NSR;Mafra;Nacional 7%;I1;1021;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45704;1;73.6;-
149000;GLICOSE 10% CX 16FR 500ML FARMARIN;Não;MED;FARMARIN;BRUNA;1023;1023;Mafra - RJ;Mafra;Nacional 7%;I1;1023;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45704;1;73.6;-
149000;GLICOSE 10% CX 16FR 500ML FARMARIN;Não;MED;FARMARIN;BRUNA;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45704;1;73.6;-
149000;GLICOSE 10% CX 16FR 500ML FARMARIN;Não;MED;FARMARIN;BRUNA;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Emergencial;45711;1;73.6;-
149000;GLICOSE 10% CX 16FR 500ML FARMARIN;Não;MED;FARMARIN;BRUNA;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S3 (24/02/2025 - 28/02/2025);S6 (17/03/2025 - 23/03/2025);Emergencial;45716;1;73.6;-
149022;MVASI 25MG/ML FA 4ML AMGEN (G);Não;MED;AMGEN;BRUNA;1002;1002;Mafra - LDA;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1002;0;S1 (10/02/2025 - 16/02/2025);S1 (10/02/2025 - 16/02/2025);Emergencial;45704;30;14878.2;-
149023;MVASI 25MG/ML FA 16ML AMGEN (G);Não;MED;AMGEN;BRUNA;1002;1002;Mafra - LDA;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1002;0;S1 (10/02/2025 - 16/02/2025);S1 (10/02/2025 - 16/02/2025);Emergencial;45704;10;20137.2;-
149023;MVASI 25MG/ML FA 16ML AMGEN (G);Não;MED;AMGEN;BRUNA;1010;1010;Mafra - REC;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1010;0;S1 (10/02/2025 - 16/02/2025);S1 (10/02/2025 - 16/02/2025);Emergencial;45704;40;80548.8;-
149023;MVASI 25MG/ML FA 16ML AMGEN (G);Não;MED;AMGEN;BRUNA;1021;1021;Mafra - NSR;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1021;0;S1 (10/02/2025 - 16/02/2025);S1 (10/02/2025 - 16/02/2025);Emergencial;45704;4;8054.88;-
149023;MVASI 25MG/ML FA 16ML AMGEN (G);Não;MED;AMGEN;BRUNA;1023;1023;Mafra - RJ;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1023;0;S1 (10/02/2025 - 16/02/2025);S1 (10/02/2025 - 16/02/2025);Emergencial;45704;6;12082.32;-
149276;MINJUVI 200MG FA UNITED MEDICAL (G);Não;MED;UNITED;KAROLINA;1036;1036;Mafra - DF2;Mafra;Nacional 12%;I1;1036;0;S3 (24/02/2025 - 28/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45716;2;9419.84;-
149587;AGU MULT P/COLETA 25X0.8MM (21G) CX C/100 EST;Não;PREVENA;SOL-MILLENNIUM;LUCIANA;1036;1036;Mafra - DF2;Mafra;Importado;I1;1036;0;S3 (24/02/2025 - 28/02/2025);S5 (10/03/2025 - 16/03/2025);Emergencial;45716;5;158.34;-
149610;SERINGA P/GASOMETRIA 03ML HEP. LITIO S/AGU PCT C/50;B.O. Total;PREVENA;SMITHS MEDICAL;LUCIANA;1006;1006;Mafra - CAJ;Mafra;Importado;I1;1006;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45704;111;8857.67;-
149610;SERINGA P/GASOMETRIA 03ML HEP. LITIO S/AGU PCT C/50;B.O. Total;PREVENA;SMITHS MEDICAL;LUCIANA;1006;1006;Mafra - CAJ;Mafra;Importado;I1;1006;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Emergencial;45711;33;2633.36;-
149610;SERINGA P/GASOMETRIA 03ML HEP. LITIO S/AGU PCT C/50;B.O. Total;PREVENA;SMITHS MEDICAL;LUCIANA;1006;1006;Mafra - CAJ;Mafra;Importado;I1;1006;0;S3 (24/02/2025 - 28/02/2025);S6 (17/03/2025 - 23/03/2025);Emergencial;45716;32;2553.56;-
149610;SERINGA P/GASOMETRIA 03ML HEP. LITIO S/AGU PCT C/50;B.O. Total;PREVENA;SMITHS MEDICAL;LUCIANA;1036;1036;Mafra - DF2;Mafra;Importado;I1;1036;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45704;187;14922.38;-
149610;SERINGA P/GASOMETRIA 03ML HEP. LITIO S/AGU PCT C/50;B.O. Total;PREVENA;SMITHS MEDICAL;LUCIANA;1036;1036;Mafra - DF2;Mafra;Importado;I1;1036;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Emergencial;45711;61;4867.73;-
149610;SERINGA P/GASOMETRIA 03ML HEP. LITIO S/AGU PCT C/50;B.O. Total;PREVENA;SMITHS MEDICAL;LUCIANA;1036;1036;Mafra - DF2;Mafra;Importado;I1;1036;0;S3 (24/02/2025 - 28/02/2025);S6 (17/03/2025 - 23/03/2025);Emergencial;45716;60;4787.93;-
149610;SERINGA P/GASOMETRIA 03ML HEP. LITIO S/AGU PCT C/50;B.O. Total;PREVENA;SMITHS MEDICAL;LUCIANA;1010;1010;Mafra - REC;Mafra;Importado;I1;1010;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45711;20;1595.98;-
149610;SERINGA P/GASOMETRIA 03ML HEP. LITIO S/AGU PCT C/50;B.O. Total;PREVENA;SMITHS MEDICAL;LUCIANA;1010;1010;Mafra - REC;Mafra;Importado;I1;1010;0;S3 (24/02/2025 - 28/02/2025);S5 (10/03/2025 - 16/03/2025);Emergencial;45716;103;8219.28;-
149728;CLOREXIDINA 0.12% CHLORDENT ENX BUCAL VIC PHARMA 1L S/ALCOOL;Não;MAT;VIC PHARMA;JONNATHAN;1010;1010;Mafra - REC;Mafra;Nacional 7%;I1;1010;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45704;28;500.36;-
149728;CLOREXIDINA 0.12% CHLORDENT ENX BUCAL VIC PHARMA 1L S/ALCOOL;Não;MAT;VIC PHARMA;JONNATHAN;1010;1010;Mafra - REC;Mafra;Nacional 7%;I1;1010;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Emergencial;45711;4;71.48;-
149728;CLOREXIDINA 0.12% CHLORDENT ENX BUCAL VIC PHARMA 1L S/ALCOOL;Não;MAT;VIC PHARMA;JONNATHAN;1010;1010;Mafra - REC;Mafra;Nacional 7%;I1;1010;0;S3 (24/02/2025 - 28/02/2025);S6 (17/03/2025 - 23/03/2025);Emergencial;45716;5;89.35;-
149782;EVOMIXAN 2MG/ML FA 10ML FARMARIN (G);B.O. Total;MED;FARMARIN;BRUNA;1002;1002;Mafra - LDA;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1002;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45704;11;3080;-
149782;EVOMIXAN 2MG/ML FA 10ML FARMARIN (G);B.O. Total;MED;FARMARIN;BRUNA;1002;1002;Mafra - LDA;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1002;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Emergencial;45711;3;840;-
149782;EVOMIXAN 2MG/ML FA 10ML FARMARIN (G);B.O. Total;MED;FARMARIN;BRUNA;1002;1002;Mafra - LDA;Mafra;Isento - Convênio 162/94 - Antigos - Exc. GO;NT;1002;0;S3 (24/02/2025 - 28/02/2025);S6 (17/03/2025 - 23/03/2025);Emergencial;45716;6;1680;-
149830;OPDUALAG 12+4MG/ML FA 20ML BRISTOL (G);Não;MED;BRISTOL;TERESA;1002;1002;Mafra - LDA;Mafra;Nacional 7%;I3;1002;0;S1 (10/02/2025 - 16/02/2025);S1 (10/02/2025 - 16/02/2025);Emergencial;45704;3;93971.88;-
149830;OPDUALAG 12+4MG/ML FA 20ML BRISTOL (G);Não;MED;BRISTOL;TERESA;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I3;1006;0;S1 (10/02/2025 - 16/02/2025);S1 (10/02/2025 - 16/02/2025);Emergencial;45704;3;100556.22;-
149830;OPDUALAG 12+4MG/ML FA 20ML BRISTOL (G);Não;MED;BRISTOL;TERESA;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I3;1036;0;S1 (10/02/2025 - 16/02/2025);S1 (10/02/2025 - 16/02/2025);Emergencial;45704;2;62352.64;-
149958;RADICAVA 1.5MG/ML CX 2AMP 20ML DAIICHI SANKYO;Não;MED;DAIICHI;ANDREW;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I2;1036;0;S3 (24/02/2025 - 28/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45716;7;1508.92;-
149958;RADICAVA 1.5MG/ML CX 2AMP 20ML DAIICHI SANKYO;Não;MED;DAIICHI;ANDREW;1021;1021;Mafra - NSR;Mafra;Nacional 7%;I2;1021;0;S3 (24/02/2025 - 28/02/2025);S5 (10/03/2025 - 16/03/2025);Emergencial;45716;1;238.04;-
149969;FISIOLOGICO 0.9% CX 60FR 100ML FARMARIN;Não;MED;FARMARIN;BRUNA;1002;1002;Mafra - LDA;Mafra;Nacional 7%;I1;1002;0;S3 (24/02/2025 - 28/02/2025);S6 (17/03/2025 - 23/03/2025);Emergencial;45716;3;545.7;-
149969;FISIOLOGICO 0.9% CX 60FR 100ML FARMARIN;Não;MED;FARMARIN;BRUNA;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I1;1006;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45704;5;909.5;-
149969;FISIOLOGICO 0.9% CX 60FR 100ML FARMARIN;Não;MED;FARMARIN;BRUNA;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I1;1006;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Emergencial;45711;5;909.5;-
149969;FISIOLOGICO 0.9% CX 60FR 100ML FARMARIN;Não;MED;FARMARIN;BRUNA;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I1;1006;0;S3 (24/02/2025 - 28/02/2025);S6 (17/03/2025 - 23/03/2025);Emergencial;45716;10;1819;-
149969;FISIOLOGICO 0.9% CX 60FR 100ML FARMARIN;Não;MED;FARMARIN;BRUNA;1023;1023;Mafra - RJ;Mafra;Nacional 7%;I1;1023;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45704;11;2000.9;-
149969;FISIOLOGICO 0.9% CX 60FR 100ML FARMARIN;Não;MED;FARMARIN;BRUNA;1023;1023;Mafra - RJ;Mafra;Nacional 7%;I1;1023;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Emergencial;45711;15;2728.5;-
149969;FISIOLOGICO 0.9% CX 60FR 100ML FARMARIN;Não;MED;FARMARIN;BRUNA;1023;1023;Mafra - RJ;Mafra;Nacional 7%;I1;1023;0;S3 (24/02/2025 - 28/02/2025);S6 (17/03/2025 - 23/03/2025);Emergencial;45716;29;5275.1;-
149969;FISIOLOGICO 0.9% CX 60FR 100ML FARMARIN;Não;MED;FARMARIN;BRUNA;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45704;20;3638;-
149969;FISIOLOGICO 0.9% CX 60FR 100ML FARMARIN;Não;MED;FARMARIN;BRUNA;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Emergencial;45711;26;4729.4;-
149969;FISIOLOGICO 0.9% CX 60FR 100ML FARMARIN;Não;MED;FARMARIN;BRUNA;1036;1036;Mafra - DF2;Mafra;Nacional 7%;I1;1036;0;S3 (24/02/2025 - 28/02/2025);S6 (17/03/2025 - 23/03/2025);Emergencial;45716;52;9458.8;-
150080;FASENRA 30MG/ML SERP 1ML +CAN APLIC ASTRAZENECA (G);Não;MED;ASTRAZENECA;BYANCA;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;T1;1006;0;S1 (10/02/2025 - 16/02/2025);S1 (10/02/2025 - 16/02/2025);Emergencial;45704;6;72742.05;-
150086;ESCALPE P/ COLETA DE SANGUE 21G A VACUO PCT C/100;Não;PREVENA;SOL-MILLENNIUM;LUCIANA;1036;1036;Mafra - DF2;Mafra;Importado;I1;1036;0;S3 (24/02/2025 - 28/02/2025);S5 (10/03/2025 - 16/03/2025);Emergencial;45716;47;4873.46;-
150160;LUMAKRAS 120MG CX 240CPR AMGEN;Não;MED;AMGEN;BRUNA;1002;1002;Mafra - LDA;Mafra;Importado;I2;1002;0;S2 (17/02/2025 - 23/02/2025);S2 (17/02/2025 - 23/02/2025);Emergencial;45711;1;40927.24;-
150160;LUMAKRAS 120MG CX 240CPR AMGEN;Não;MED;AMGEN;BRUNA;1002;1002;Mafra - LDA;Mafra;Importado;I2;1002;0;S3 (24/02/2025 - 28/02/2025);S3 (24/02/2025 - 28/02/2025);Emergencial;45716;2;81854.48;-
150160;LUMAKRAS 120MG CX 240CPR AMGEN;Não;MED;AMGEN;BRUNA;1006;1006;Mafra - CAJ;Mafra;Importado;I2;1006;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45711;1;40927.24;-
150160;LUMAKRAS 120MG CX 240CPR AMGEN;Não;MED;AMGEN;BRUNA;1006;1006;Mafra - CAJ;Mafra;Importado;I2;1006;0;S3 (24/02/2025 - 28/02/2025);S5 (10/03/2025 - 16/03/2025);Emergencial;45716;1;40927.24;-
150160;LUMAKRAS 120MG CX 240CPR AMGEN;Não;MED;AMGEN;BRUNA;1010;1010;Mafra - REC;Mafra;Importado;I2;1010;0;S3 (24/02/2025 - 28/02/2025);S3 (24/02/2025 - 28/02/2025);Emergencial;45716;2;81854.48;-
150160;LUMAKRAS 120MG CX 240CPR AMGEN;Não;MED;AMGEN;BRUNA;1021;1021;Mafra - NSR;Mafra;Importado;I2;1021;0;S1 (10/02/2025 - 16/02/2025);S1 (10/02/2025 - 16/02/2025);Emergencial;45704;1;40927.24;-
150160;LUMAKRAS 120MG CX 240CPR AMGEN;Não;MED;AMGEN;BRUNA;1021;1021;Mafra - NSR;Mafra;Importado;I2;1021;0;S3 (24/02/2025 - 28/02/2025);S3 (24/02/2025 - 28/02/2025);Emergencial;45716;2;81854.48;-
150160;LUMAKRAS 120MG CX 240CPR AMGEN;Não;MED;AMGEN;BRUNA;1036;1036;Mafra - DF2;Mafra;Importado;I2;1036;0;S3 (24/02/2025 - 28/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45716;1;47472.45;-
150161;IMOSEC 2MG CX 12CP JOHNSON JOHNSON;Não;MED;CELLERA;ELISETE;1006;1006;Mafra - CAJ;Mafra;Nacional 7%;I1;1006;0;S1 (10/02/2025 - 16/02/2025);S1 (10/02/2025 - 16/02/2025);Emergencial;45704;14;94.62;-
156338;MASCARA DESC C/TIRAS TRILA CX C/50 UND L;Não;MAT;LIVE;DANIELE;1006;1006;Mafra - CAJ;Mafra;Importado;I1;1006;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Emergencial;45704;520;0;-
156338;MASCARA DESC C/TIRAS TRILA CX C/50 UND L;Não;MAT;LIVE;DANIELE;1006;1006;Mafra - CAJ;Mafra;Importado;I1;1006;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45711;217;0;-
156338;MASCARA DESC C/TIRAS TRILA CX C/50 UND L;Não;MAT;LIVE;DANIELE;1006;1006;Mafra - CAJ;Mafra;Importado;I1;1006;0;S3 (24/02/2025 - 28/02/2025);S5 (10/03/2025 - 16/03/2025);Emergencial;45716;433;0;-
156338;MASCARA DESC C/TIRAS TRILA CX C/50 UND L;Não;MAT;LIVE;DANIELE;1010;1010;Mafra - REC;Mafra;Importado;I1;1010;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Emergencial;45704;115;0;-
156338;MASCARA DESC C/TIRAS TRILA CX C/50 UND L;Não;MAT;LIVE;DANIELE;1010;1010;Mafra - REC;Mafra;Importado;I1;1010;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45711;48;0;-
156338;MASCARA DESC C/TIRAS TRILA CX C/50 UND L;Não;MAT;LIVE;DANIELE;1010;1010;Mafra - REC;Mafra;Importado;I1;1010;0;S3 (24/02/2025 - 28/02/2025);S5 (10/03/2025 - 16/03/2025);Emergencial;45716;96;0;-
156338;MASCARA DESC C/TIRAS TRILA CX C/50 UND L;Não;MAT;LIVE;DANIELE;1036;1036;Mafra - DF2;Mafra;Importado;I1;1036;0;S1 (10/02/2025 - 16/02/2025);S3 (24/02/2025 - 28/02/2025);Emergencial;45704;350;0;-
156338;MASCARA DESC C/TIRAS TRILA CX C/50 UND L;Não;MAT;LIVE;DANIELE;1036;1036;Mafra - DF2;Mafra;Importado;I1;1036;0;S2 (17/02/2025 - 23/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45711;146;0;-
156338;MASCARA DESC C/TIRAS TRILA CX C/50 UND L;Não;MAT;LIVE;DANIELE;1036;1036;Mafra - DF2;Mafra;Importado;I1;1036;0;S3 (24/02/2025 - 28/02/2025);S5 (10/03/2025 - 16/03/2025);Emergencial;45716;292;0;-
156338;MASCARA DESC C/TIRAS TRILA CX C/50 UND L;Não;MAT;LIVE;DANIELE;1021;1021;Mafra - NSR;Mafra;Importado;I1;1021;0;S1 (10/02/2025 - 16/02/2025);S4 (01/03/2025 - 09/03/2025);Emergencial;45704;101;0;-
156338;MASCARA DESC C/TIRAS TRILA CX C/50 UND L;Não;MAT;LIVE;DANIELE;1021;1021;Mafra - NSR;Mafra;Importado;I1;1021;0;S2 (17/02/2025 - 23/02/2025);S5 (10/03/2025 - 16/03/2025);Emergencial;45711;30;0;-
156338;MASCARA DESC C/TIRAS TRILA CX C/50 UND L;Não;MAT;LIVE;DANIELE;1021;1021;Mafra - NSR;Mafra;Importado;I1;1021;0;S3 (24/02/2025 - 28/02/2025);S6 (17/03/2025 - 23/03/2025);Emergencial;45716;29;0;-
