codigo;descricao;grp_Marca;d_Grp_Marca;refrig;fornecedor;tributacao;status;curva;bo;comprador
68317110090;SACO DE LIXO VERDE 100L - 1 LEVE - FORTLIX;397;OUTRAS;N;-;-;-;C;-;-
693996;CAMPO FOTOGRAF EST 0.80X0.80M PCT 2UN LIFEMED;144;CREMER;N;-;-;-;C;-;-
694151;COMPRESSA TOAL S/RX 0.52X0.52M PCT 2UN LIFEMED;144;CREMER;N;-;-;-;C;-;-
694152;CAMPO CIR EST PORTA INSTRUM 0.3X0.3M LIFEMED REF623536;144;CREMER;N;-;-;-;C;-;-
694939;TOPAMAX (C1) 25MG CX 60 CPS GEL;262;JANSSEN-CILAG;N;-;-;-;C;-;-
694972;METRONIDAZOL 5MG/ML FR SIST FECH 100ML FRESENIUS;789;FRESENIUS MED;N;-;-;-;C;-;-
695286;SISTEMA TESTE  20 11 2018;387;NUTRIEX;N;-;-;-;C;-;-
697453;AVENTAL CIR SIMPLES SPUNLACE C/TOALHA GG;144;CREMER;N;-;-;-;C;-;-
697455;KIT CIRURGICO UNIV C/AVENT SPUNLACE LIFEMED;144;CREMER;N;-;-;-;C;-;-
698568;EXTENSAO ASPIR EST CRISTAL 6M ASP-VAC CONEC ELASTOME CREMER;144;CREMER;N;CREMER;Nacional 7%;Ativo;C;Não;PLANEJ CREMER
701368;CURATIVO FILME TRANSP EST 10X12CM CX 50UN CREMER;144;CREMER;N;CREMER;Importado;Ativo;B;Não;PLANEJ CREMER
701524;CURATIVO FILME TRANSP EST 10X25CM CX 20UN CREMER;144;CREMER;N;CREMER;Nacional 7%;Ativo;B;Não;PLANEJ CREMER
701680;CURATIVO FILME TRANSP EST 6X7CM CX 50UN CREMER;144;CREMER;N;CREMER;Nacional 7%;Ativo;B;Não;PLANEJ CREMER
701681;CURATIVO FILME TRANSP EST C/COMP ABSORV 10X10 CX 20UN CREMER;144;CREMER;N;CREMER;Importado;Delistado;C;Não;-
701682;CURATIVO FILME TRANSP EST C/COMP ABSORV 6X7 CX 100UN CREMER;144;CREMER;N;CREMER;Nacional 12%;Ativo;C;Não;-
703887;ALGODAO MULT TOPZ QD PCT 95G CREMER;144;CREMER;N;CREMER;Importado;Inativo;C;Não;PLANEJ CREMER
707708;INTEGRADOR QUIM TP5 VAPOR INTEGRON PCT 250UN TERRAG IT26C I;575;TERRAGENE;N;TERRAGENE;Importado;Ativo;B;Não;TIME IMPORTADOS
707709;INDICADOR QUIM TP2 PCT BOWIE DICK CHEMDYE FL ALERT BD125(I);575;TERRAGENE;N;TERRAGENE;Importado;Ativo;B;Não;TIME IMPORTADOS
707710;INDICADOR BIOL 3H VAPOR CX 50UN TERRAGENE REF BT220 (I);575;TERRAGENE;N;TERRAGENE;Importado;Ativo;B;Não;TIME IMPORTADOS
707711;PACOTE DESAFIO VAPOR IND BIOL 1H INT QUIM TP5 CX25 KPCD222;575;TERRAGENE;N;TERRAGENE;Importado;Ativo;B;Não;TIME IMPORTADOS
707712;PACOTE DESAFIO VAPOR IND BIOL 3H INT QUIM TP5 CX25 KPCD220-C;575;TERRAGENE;N;TERRAGENE;Importado;Ativo;B;Não;TIME IMPORTADOS
708427;FILME TRANSP ROLO N/EST 5CMX10M RL CREMER;144;CREMER;N;CREMER;Importado;Ativo;C;Não;-
709095;FILME TRANSP EM ROLO 5CMX10M CART C/1UN;144;CREMER;N;-;-;-;C;-;-
709262;AVENTAL CIR C/REF IMP SPUNLACE C/TOALHA G;144;CREMER;N;-;-;-;C;-;-
720329;FITA MICROP HIPOALERG BG 2.5CMX4.5M RL CREMER REF665024;144;CREMER;N;CREMER;Importado;Ativo;B;Não;PLANEJ CREMER
727884;COBAVITAL 1MG/4 MG CX 30 CPR;7;ABBOTT;N;ABBOTT;Nacional 7%;Revisão de portifolio;C;Não;KAROLINA
728038;VELIJA (C1) 30MG CX 30 CPS;292;LIBBS;N;-;-;-;C;-;-
732293;PAPEL LENCOL ECOLOGIC 50X50 CX C/ 10 ROLOS;158;DESCARBOX DISTRIBUIDORA HOSPITALAR LTDA;N;-;-;-;C;-;-
732615;PAPEL LENCOL PREMIUM 50CMX50M CX 10RL DESCARBOX;158;DESCARBOX DISTRIBUIDORA HOSPITALAR LTDA;N;-;-;-;C;-;-
732616;CANULA PATIENT LINE HP 150RA GE CONTRASTE REF315138;214;GE - CONTRASTE;N;GE HEALTHCARE;Importado;Inativo;C;Não;-
732617;SERINGA DESC ELS 200ML REF 316025;214;GE - CONTRASTE;N;-;-;-;C;-;-
732618;ESTETOSCOPIO DP E100D PT BIOLAND;86;BIOLAND;N;BIOLAND;Importado;Delistado;C;Não;-
732619;ESTETOSCOPIO DP E100D ROX BIOLAND;86;BIOLAND;N;BIOLAND;Importado;Delistado;C;Não;-
732620;ESTETOSCOPIO DP E100D VD BIOLAND;86;BIOLAND;N;BIOLAND;Importado;Delistado;C;Não;-
732621;ESTETOSCOPIO DP E100D VM BIOLAND;86;BIOLAND;N;BIOLAND;Importado;Delistado;C;Não;-
732622;ESTETOSCOPIO DP E100D AZ BIOLAND;86;BIOLAND;N;BIOLAND;Importado;Delistado;C;Não;-
735557;SISTEMA DREN TORAX EST MEDIDREN N26 KIT COMP 2L CREMER;144;CREMER;N;-;-;-;C;-;-
735952;SISTEMA DREN TORAX EST MEDIDREN N28 KIT COMP 2L CREMER;144;CREMER;N;CREMER;Importado;Delistado;C;Não;-
736039;SISTEMA DRENAGEM TORACICA MEDIASTINAL MEDIDREN 2000ML DR36 E;144;CREMER;N;-;-;-;C;-;-
736040;SISTEMA DRENAGEM TORACICA MEDIASTINAL MEDIDREN 2000ML DR32 E;144;CREMER;N;-;-;-;C;-;-
736041;SISTEMA DRENAGEM TORACICA MEDIASTINAL MEDIDREN 2000ML DR38 E;144;CREMER;N;-;-;-;C;-;-
736686;ESCOVA ASSEPSIA SEPTMAX PVPI 1% 10ML FARMAX;192;FARMAX;N;FARMAX;Importado;Inativo;C;Não;KARINA
736687;ESCOVA  C/CLOREXIDINA  2%  FARMAX;192;FARMAX;N;-;-;-;C;-;-
736865;ESCOVA SECA HOSP  FARMAX;192;FARMAX;N;-;-;-;C;-;-
736866;CLOREXIDINA DEGERM 2% FR 100 ML  FARMAX;192;FARMAX;N;-;-;-;C;-;-
736867;CLOREXIDINA DEGERM 2% FR 1L  FARMAX;192;FARMAX;N;-;-;-;C;-;-
737521;INDICADOR BIOLOGICO P/VAPOR 3 H BT220 CX 50 (BR);575;TERRAGENE;N;-;-;-;C;-;-
737523;KIT TESTE DESAFIO  P VAPOR REF KPCD 220 C/25 (BR);575;TERRAGENE;N;-;-;-;C;-;-
737524;BOWIE DICK PACOTE (FOLHA ALERTA)BD125 CX 20 (BR);575;TERRAGENE;N;-;-;-;C;-;-
737742;INCUBADORA IND BIOLOGICO  IC1020FR (BR);575;TERRAGENE;N;-;-;-;C;-;-
737829;INTEGRADOR QUIM TP5 VAPOR INTEGRON PCT 250UN TERRAG IT26C BR;575;TERRAGENE;N;-;-;-;C;-;-
737869;PACOTE DESAFIO P VAPOR 3 HS (25 BIOL+25 INTEG)KPCD220-C(BR);575;TERRAGENE;N;-;-;-;C;-;-
742438;FIXADOR CAT FENEST EST INVENA FIX 7X9CM CX 50UN CREMER;144;CREMER;N;CREMER;Nacional 12%;Ativo;A;Não;PLANEJ CREMER
752573;DEPURA 1000 UI CX 30 CPR REV;468;SANOFI;N;-;-;-;C;-;-
755640;BERIPLAST( SELANTE DE FIBRAS 3).0ML (G);148;CSL BEHRING;S;-;-;-;C;-;-
770790;TANAKAN 120MG CX 30 CPR;7;ABBOTT;N;-;-;-;C;-;-
770791;TANAKAN 80MG CX 30 CPR;7;ABBOTT;N;-;-;-;C;-;-
774370;ABRAXANE 100MG FA CELGENE;545;UNITED MEDICAL;N;UNITED;Isento - Convênio 162/94 (antigo) - forn GO;Inativo;B;Não;KAROLINA
777777;CLEXANE 100MG CX 2SERP 1ML SAFETY LOOK SANOFI MEDLEY;468;SANOFI;N;SANOFI;Importado;Inativo;C;Não;KAROLINA
783245;OXIMETRO PULSO DEDO PORTATIL BIOLAND REFAT101C;86;BIOLAND;N;-;-;-;C;-;-
790498;FIXADOR CAT FENEST EST INVENA FIX 9X12CM CX 50UN CREMER;144;CREMER;N;CREMER;Importado;Ativo;A;Não;PLANEJ CREMER
792235;NESINA 25MG  CX 60 CPR;508;TAKEDA;N;-;-;-;C;-;-
792236;NESINA MET 12.5+1000 60 CPRS REV;508;TAKEDA;N;-;-;-;C;-;-
792237;NESINA MET 12.5 + 850 60 CPRS;508;TAKEDA;N;-;-;-;C;-;-
792877;LUVA PROCED LATEX C/PO G CX 100UN UNIGLOVES;304;LUVA PROCEDIMENTO;N;LUVA;Importado;Negoc.Estrátegica;C;Não;DANIELE
793300;PACOTE DESAFIO P/VAPOR 1 H(25 BIOL + 25 INTEG)KPCD222  (I );575;TERRAGENE;N;-;-;-;C;-;-
793301;INTEGRADOR QUIMICO P/VAPOR TIPO 2  BD125X/2 CX 20 (BR);575;TERRAGENE;N;-;-;-;C;-;-
793302;INDICADOR QUIM TP2 PCT BOWIE DICK 7KG CX20 TERRAG BD125X2(I);575;TERRAGENE;N;TERRAGENE;Importado;Ativo;B;Não;TIME IMPORTADOS
793303;INTEGRADOR QUIMICO P/VAPOR TIPO 2  BD125X/2 CX 250 (I);575;TERRAGENE;N;-;-;-;C;-;-
793610;BOWIE DICK FOLHA AVULSA BDA4 CX 50 (BR);575;TERRAGENE;N;-;-;-;C;-;-
793611;INDICADOR QUIM TP2 PCT BOWIE DICK FL A4 AVULSA CHEMDYE CX50;575;TERRAGENE;N;TERRAGENE;Importado;Ativo;B;Não;-
793613;INDICADOR  BIOLOGICO  P /VAPOR BT20 CX 50 (BR );575;TERRAGENE;N;-;-;-;C;-;-
793614;INDICADOR BIOL 30MIN PEROX HIDROG CX 50UN TER REF BT96 (I);575;TERRAGENE;N;-;-;-;C;-;-
793771;INDICADOR BIOL 30MIN PEROX HIDROG CX 50UN TER REF BT96 (I);575;TERRAGENE;N;TERRAGENE;Importado;Ativo;B;Não;TIME IMPORTADOS
793928;INDICADOR  BIOLOGICO LEIT RAPIDA BT221 CX 50(BR);575;TERRAGENE;N;-;-;-;C;-;-
794083;INDICADOR  BIOLOGICO LEIT RAPIDA BT221 CX 50  (I );575;TERRAGENE;N;-;-;-;C;-;-
794236;INDICADOR QUIMICO  P/ VAPOR TIPO 4 CD29 PCT 250( BR);575;TERRAGENE;N;-;-;-;C;-;-
794237;PHOENIX ID BROTH MARCA-CX C/ 100;599;BECTON DICKINSON DC;N;-;-;-;C;-;-
794238;INDICADOR QUIM TP4 VAPOR CHEMDYE PCT 250UN TERRAGENE CD29;575;TERRAGENE;N;TERRAGENE;Importado;Ativo;B;Não;-
794239;INDICADOR QUIMICO P/PEROXIDO HIDROGENIO CD42 CX 250(BR);575;TERRAGENE;N;-;-;-;C;-;-
794240;INDICADOR QUIMICO P/PEROXIDO HIDROGENIO CD42 CX 250( I );575;TERRAGENE;N;-;-;-;C;-;-
794242;INDICADOR QUIMICO P/PEROXIDO HIDROGENIO CD42 CX 250( BR );575;TERRAGENE;N;-;-;-;C;-;-
794243;FITA ZEBRADA P PEROXIDO HIDROGENIO CT40  RL  ( BR );575;TERRAGENE;N;-;-;-;C;-;-
794244;FITA ADES PEROX HIDROG 20MMX50M TERRAGENE REF CT40;575;TERRAGENE;N;TERRAGENE;Importado;Ativo;B;Não;TIME IMPORTADOS
796922;INDICADOR BIOL 1H VAPOR CX 50UN TERRAGENE REF BT222 (I);575;TERRAGENE;N;TERRAGENE;Importado;Ativo;B;Não;TIME IMPORTADOS
796923;INDICADOR BIOLOGICO P VAPOR 1 H- BT222 CX 50 (BR);575;TERRAGENE;N;-;-;-;C;-;-
796924;INDICADOR QUIM TP4 PEROX HIDROG CHEMDYE CX500 TERRAGENE CD40;575;TERRAGENE;N;TERRAGENE;Importado;Delistado;C;Não;-
796925;INDICADOR QUIMICO P/PEROXIDO HIDROGENIO CD40 CX 500 ( BR );575;TERRAGENE;N;-;-;-;C;-;-
796926;PACOTE DESAFIO VAPOR LIBERAD CARGA INT QUIM TP5 CX25 PCD26;575;TERRAGENE;N;TERRAGENE;Importado;Ativo;B;Não;TIME IMPORTADOS
796927;TESTE  DESAFIO C/ INTEG QUIM P/VAPOR TIPO 5 PCD26 CX 25 (BR);575;TERRAGENE;N;-;-;-;C;-;-
796929;INDICADOR BIOL 24H VAPOR CX 100UN TERRAGENE REF BT20/6 (I);575;TERRAGENE;N;TERRAGENE;Importado;Ativo;B;Não;TIME IMPORTADOS
796930;INDICADOR BIOLOGICO P/VAPOR 24 HS BT20/6 CX 100 (BR );575;TERRAGENE;N;-;-;-;C;-;-
796931;FISIOLOGICO 0.9% CX 15BLS 1000ML EUROFARMA;182;EUROFARMA;N;-;-;-;C;-;-
800244;CURATIVO DIVERT MENINAS CX 54 UNID;144;CREMER;N;-;-;-;C;-;-
800245;CURATIVO TRAD BG CX 10UN CREMER;144;CREMER;N;CREMER;Nacional 7%;Delistado;C;Não;-
800246;CURATIVO TRAD TRANSP CX 10UN CREMER;144;CREMER;N;CREMER;Importado;Delistado;C;Não;PLANEJ CREMER
800247;CURATIVO TRAD TRASNP CX 40UN CREMER;144;CREMER;N;CREMER;Nacional 12%;Ativo;B;Não;PLANEJ CREMER
800248;CURATIVO TRAD BG CX 40UN CREMER;144;CREMER;N;CREMER;Importado;Delistado;C;Não;PLANEJ CREMER
800249;CURATIVO TRAD BG EXG CX 10UN CREMER;144;CREMER;N;CREMER;Importado;Inativo;C;Não;PLANEJ CREMER
800250;CURATIVO DIVERT MENINAS CX 25 UNID;144;CREMER;N;-;-;-;C;-;-
800251;CURATIVO DIVERT MENINOS CX 54 UNID;144;CREMER;N;-;-;-;C;-;-
801811;HASTES FLEXIVEIS CARTUCHO 75UNID NECESSER CX72;144;CREMER;N;-;-;-;C;-;-
802061;ABSORVENTES PARA SEIOS CARTUCHO 12UNID NEEDS CX12-INATIVO;144;CREMER;N;-;-;-;C;-;-
802078;ABSORVENTES PARA SEIOS CARTUCHO 30UNID NEEDS CX24-INATIVO;144;CREMER;N;-;-;-;C;-;-
802085;HASTES FLEXIVEIS CARTUCHO 150UNID NEEDS CX24 - INATIVO;144;CREMER;N;-;-;-;C;-;-
802108;HASTES FLEXIVEIS CARTUCHO 75UNID NEEDS CX72-INATIVO;144;CREMER;N;-;-;-;C;-;-
802115;HASTES FLEXIVEIS BABY POTE 50UNID NEEDS BABY CX12-INATIVO;144;CREMER;N;-;-;-;C;-;-
802122;HASTES FLEXIVEIS ECOLOGICAS CARTUCHO 150UNID NEEDS CX24-INAT;144;CREMER;N;-;-;-;C;-;-
802139;HASTES FLEXIVEIS ECOLOGICAS CARTUCHO 75UNID NEEDS CX72-INATI;144;CREMER;N;-;-;-;C;-;-
802146;HASTES FLEXIVEIS POTE 150UNID NEEDS CX24-INATIVO;144;CREMER;N;-;-;-;C;-;-
802153;ALGODAO HIDROFILO BOLAS 50G NEEDS FD48;144;CREMER;N;-;-;-;C;-;-
802160;ALGODAO HIDROFILO BOLAS 95G NEEDS FD30;144;CREMER;N;-;-;-;C;-;-
802177;ALGODAO HIDROFILO ROLO 25G NEEDS CX48;144;CREMER;N;-;-;-;C;-;-
802184;ALGODAO HIDROFILO QUADRADO 100UNID NEEDS CX12-INATIVO;144;CREMER;N;-;-;-;C;-;-
802191;ALGODAO HIDROFILO ROLO 50G NEEDS CX80;144;CREMER;N;-;-;-;C;-;-
802214;ALGODAO HIDROFILO QUADRADO FD 100UNID NEEDS BEAUTY CX24-INAT;144;CREMER;N;-;-;-;C;-;-
802221;ALGODAO HIDROFILO QUADRADO 50UNID NEEDS BABY CX12-INATIVO;144;CREMER;N;-;-;-;C;-;-
802238;ALGODAO HIDROFILO QUADRADINHO 250UNID NEEDS CX24;144;CREMER;N;-;-;-;C;-;-
802245;ALGODAO DISCO 100UNID PROMO (L100P85) NEEDS CX30-INATIVO;144;CREMER;N;-;-;-;C;-;-
802252;ALGODAO DISCO 50UNID NEEDS BEAUTY CX24-INATIVO;144;CREMER;N;-;-;-;C;-;-
802329;KIT CIRURGICO ORTOP LIFEMED;144;CREMER;N;-;-;-;C;-;-
802644;COMPRESSA CURATIVO CIR EST 15X30CM CREMER REF310054;144;CREMER;N;CREMER;Importado;Ativo;C;Não;PLANEJ CREMER
802993;HASTES FLEXIVEIS CARTUCHO 150UNID NECESSER CX24;144;CREMER;N;-;-;-;C;-;-
803006;HASTES FLEXIVEIS POTE 150UNID NECESSER CX12;144;CREMER;N;-;-;-;C;-;-
803013;HASTES FLEXIVEIS BABY POTE 50UNID PROCTER BABY CX12;757;PROCTER & GAMBLE;N;-;-;-;C;-;-
803075;HASTES FLEXIVEIS POTE 150UNID BEM CARE CX12;144;CREMER;N;-;-;-;C;-;-
803891;HASTES FLEXIVEIS CARTUCHO 75UNID BELLA BABY CX72;144;CREMER;N;-;-;-;C;-;-
803907;HASTES FLEXIVEIS CARTUCHO 150UNID BELLA BABY CX24;144;CREMER;N;-;-;-;C;-;-
803914;HASTES FLEXIVEIS BABY POTE 50UNID BELLA BABY CX12;144;CREMER;N;-;-;-;C;-;-
803921;ALGODAO HIDROFILO BOLAS 50G BELLA BABY FD48;144;CREMER;N;-;-;-;C;-;-
803938;ALGODAO HIDROFILO BOLAS 95G BELLA BABY FD20;144;CREMER;N;-;-;-;C;-;-
803945;ALGODAO HIDROFILO ROLO 25G BELLA BABY CX48;144;CREMER;N;-;-;-;C;-;-
803952;ALGODAO HIDROFILO ROLO 50G BELLA BABY CX20;144;CREMER;N;-;-;-;C;-;-
803969;ALGODAO DISCO 50UNID BELLA BABY CX24;144;CREMER;N;-;-;-;C;-;-
803976;ALGODAO HIDROFILO QUADRADO 50UNID BELLA BABY CX12;144;CREMER;N;-;-;-;C;-;-
803983;ALGODAO HIDROFILO QUADRADO 100UNID BELLA BABY CX12;144;CREMER;N;-;-;-;C;-;-
804010;TOALHAS UMEDECIDAS 140UN BELLA BABY CX24;869;JD PLASTICOS;N;-;-;-;C;-;-
804102;TOALHAS UMEDECIDAS INTIMA 16UN FEMINYD CX24;872;MASTER PRINT;N;-;-;-;C;-;-
804119;TOALHAS UMEDECIDAS 40UN BELLA BABY CX30;144;CREMER;N;-;-;-;C;-;-
804126;TOALHAS UMEDECIDAS CAMOMILA 100UN FLOCK BABY CX24;823;CAZI QUIMICA;N;-;-;-;C;-;-
804560;PROMOPACK TOALHAS UMEDECIDAS 4X50UN KIND BABY CX6;835;THEGA;N;-;-;-;C;-;-
805512;HASTES FLEXIVEIS BABY POTE 50UNID KINDDY CX12 - DESCONTINUAD;144;CREMER;N;-;-;-;C;-;-
805529;ALGODAO HIDROFILO QUADRADO 50UNID KINDDY CX24;144;CREMER;N;-;-;-;C;-;-
805536;ABSORVENTES PARA SEIOS CARTUCHO 30UNID KINDDY CX12-DESCONTIN;144;CREMER;N;-;-;-;C;-;-
805543;ALGODAO HIDROFILO ROLO 50G CREMER CX80;144;CREMER;N;-;-;-;C;-;-
805857;ALGODAO HIDROFILO ROLO 25G CREMER (4X12) CX48;144;CREMER;N;-;-;-;C;-;-
806403;ALGODAO HIDROFILO QUADRADO FD 150UNID BEM BASICO CX24;144;CREMER;N;-;-;-;C;-;-
806427;ALGODAO HIDROFILO QUADRADO 100UNID BEM BASICO CX12;144;CREMER;N;-;-;-;C;-;-
806434;HASTES FLEXIVEIS CARTUCHO 75UNID BY REDE CX72;144;CREMER;N;-;-;-;C;-;-
806441;HASTES FLEXIVEIS CARTUCHO 150UNID BY REDE CX24;144;CREMER;N;-;-;-;C;-;-
806458;ALGODAO HIDROFILO BOLAS 50G BY REDE FD48;144;CREMER;N;-;-;-;C;-;-
806465;ALGODAO HIDROFILO BOLAS 95G BY REDE FD20;144;CREMER;N;-;-;-;C;-;-
806472;ALGODAO HIDROFILO ROLO 25G BY REDE CX48;144;CREMER;N;-;-;-;C;-;-
806489;ALGODAO HIDROFILO ROLO 50G BY REDE CX20;144;CREMER;N;-;-;-;C;-;-
806496;ALGODAO DISCO 50UNID BY REDE CX24;144;CREMER;N;-;-;-;C;-;-
806502;ALGODAO DISCO 100UNID BY REDE CX18;144;CREMER;N;-;-;-;C;-;-
806519;ALGODAO HIDROFILO QUADRADO FD 150UNID BY REDE CX24;144;CREMER;N;-;-;-;C;-;-
806526;ABSORVENTES PARA SEIOS CARTUCHO 12UNID BY REDE CX12;144;CREMER;N;-;-;-;C;-;-
806533;ABSORVENTES PARA SEIOS CARTUCHO 30UNID BY REDE;144;CREMER;N;-;-;-;C;-;-
806625;ALGODAO HIDROFILO BOLAS 95G CUIDMAIS FD20;144;CREMER;N;-;-;-;C;-;-
806892;ALGODAO HIDROFILO BOLAS 50G QUALITA CARE FD 48;144;CREMER;N;-;-;-;C;-;-
806908;ALGODAO HIDROFILO BOLAS 95G QUALITA CARE FD 20;144;CREMER;N;-;-;-;C;-;-
806915;ALGODAO HIDROFILO ROLO 50G QUALITA CARE CX20;144;CREMER;N;-;-;-;C;-;-
806922;ALGODAO DISCO 50UNID QUALITA CARE CX24;144;CREMER;N;-;-;-;C;-;-
806939;ALGODAO DISCO 100UNID QUALITA CARE CX30;144;CREMER;N;-;-;-;C;-;-
806946;ALGODAO HIDROFILO QUADRADO 50UNID QUALITA CARE CX12;144;CREMER;N;-;-;-;C;-;-
806953;HASTES FLEXIVEIS CARTUCHO 75UNID QUALITA CARE CX72;144;CREMER;N;-;-;-;C;-;-
806960;HASTES FLEXIVEIS ECOLOGICAS CARTUCHO 75UNID QUALITACARE CX72;144;CREMER;N;-;-;-;C;-;-
806977;HASTES FLEXIVEIS MAQUIAGEM CARTUCHO 75UNID QUALITA CARE CX24;144;CREMER;N;-;-;-;C;-;-
806984;HASTES FLEXIVEIS CARTUCHO 300UNID QUALITA CARE CX24;144;CREMER;N;-;-;-;C;-;-
806991;HASTES FLEXIVEIS CARTUCHO 150UNID QUALITA CARE CX24;144;CREMER;N;-;-;-;C;-;-
807004;ALGODAO HIDROFILO QUADRADINHO 250UNID QUALITA CARE CX24;144;CREMER;N;-;-;-;C;-;-
807011;ABSORVENTES PARA SEIOS CARTUCHO 12UNID SAO JOAO SAUDE CX30;144;CREMER;N;-;-;-;C;-;-
807028;ALGODAO HIDROFILO QUADRADO FD 150UNID QUALITA CARE CX24;144;CREMER;N;-;-;-;C;-;-
807035;ABSORVENTES PARA SEIOS CARTUCHO 30UNID SAO JOAO SAUDE CX12;144;CREMER;N;-;-;-;C;-;-
807042;ALGODAO HIDROFILO ROLO 50G SAO JOAO SAUDE CX24;144;CREMER;N;-;-;-;C;-;-
807059;ALGODAO HIDROFILO BOLAS 95G SAO JOAO SAUDE FD20;144;CREMER;N;-;-;-;C;-;-
807066;ALGODAO HIDROFILO BOLAS 50G SAO JOAO SAUDE FD40;144;CREMER;N;-;-;-;C;-;-
807073;ALGODAO DISCO 100UNID SAO JOAO SAUDE CX18;144;CREMER;N;-;-;-;C;-;-
807080;ALGODAO DISCO 50UNID SAO JOAO SAUDE CX24;144;CREMER;N;-;-;-;C;-;-
807097;ALGODAO HIDROFILO ROLO 25G SAO JOAO SAUDE CX48;144;CREMER;N;-;-;-;C;-;-
807103;ALGODAO HIDROFILO QUADRADINHO 250UN SAO JOAO SAUDE FARDO24;144;CREMER;N;-;-;-;C;-;-
807110;ALGODAO HIDROFILO QUADRADO 100UNID SAO JOAO SAUDE CX12;144;CREMER;N;-;-;-;C;-;-
807127;ALGODAO HIDROFILO QUADRADO 50UNID SAO JOAO SAUDE CX24;144;CREMER;N;-;-;-;C;-;-
807134;ALGODAO HIDROFILO QUADRADO FD 150UNID SAO JOAO SAUDE CX24;144;CREMER;N;-;-;-;C;-;-
807141;HASTES FLEXIVEIS CARTUCHO 150UNID SAO JOAO SAUDE CX24;144;CREMER;N;-;-;-;C;-;-
807158;HASTES FLEXIVEIS CARTUCHO 75UNID SAO JOAO SAUDE CX72;144;CREMER;N;-;-;-;C;-;-
807165;HASTES FLEXIVEIS BABY POTE 50UNID SAO JOAO SAUDE CX12;144;CREMER;N;-;-;-;C;-;-
807649;CATETER PERIF INSYTE 20GX1 BD REF38831314;67;BECTON DICKINSON MS;N;BD MS;Importado;Ativo;C;B.O. Total;JONNATHAN
807783;TOALHAS UMEDECIDAS FRESH CARE 48UN PETZ CX24;873;OLEN;N;-;-;-;C;-;-
807790;PROMOPACK TOALHAS UMEDECIDAS FRESH CARE L4P3 4X48UN PETZ CX6;873;OLEN;N;-;-;-;C;-;-
807806;TOALHA UMEDECIDA BIODEGRADAVEL 50UN CANSEI DE SER GATO CX24;874;COMPACTOR;N;-;-;-;C;-;-
807813;TOALHAS UMEDECIDAS BIODEGRADAVEL 50UN ZEE DOG CX24;875;FERRARI IND. E COMER. APARELHO MED LTDA;N;-;-;-;C;-;-
807820;LENCOS UMEDECIDOS 40UN RIVA BABY CX30;876;CRIVELLA QUIMICA;N;-;-;-;C;-;-
807837;LENCOS UMEDECIDOS 140UN RIVA BABY CX24;876;CRIVELLA QUIMICA;N;-;-;-;C;-;-
807844;LENCOS UMEDECIDOS FLIPTOP 140UN RIVA BABY CX24;876;CRIVELLA QUIMICA;N;-;-;-;C;-;-
807851;TOALHAS UMEDECIDAS 50UN NAGUMINHO CX24;877;DELLO;N;-;-;-;C;-;-
807868;TOALHAS UMEDECIDAS 100UN NAGUMINHO CX24;877;DELLO;N;-;-;-;C;-;-
807958;BOWIE DICK PACOTE (FOLHA ALERTA)BD125 CX 20 (BR);575;TERRAGENE;N;-;-;-;C;-;-
808027;FIO POLIGLAC 910 3-0 VIOLETA 70CM AG 1/2 4.0CM 278030;142;COVIDIEN;N;-;-;-;C;-;-
808117;ALGODAO HIDROFILO BOLAS 50G PIQUITUCHO FD36;144;CREMER;N;-;-;-;C;-;-
808124;ALGODAO HIDROFILO QUADRADO 50UNID PIQUITUCHO CX12;144;CREMER;N;-;-;-;C;-;-
808278;HASTES FLEXIVEIS BABY POTE 50UNID EVER BABY CX12;144;CREMER;N;-;-;-;C;-;-
808292;HASTES FLEXIVEIS ECOLOGICAS CARTUCHO 75UNID SOFT GREEN CX72;144;CREMER;N;-;-;-;C;-;-
808377;ALGODAO HIDROFILO QUADRADO 100UNID V. HELP CX12;144;CREMER;N;-;-;-;C;-;-
808384;HASTES FLEXIVEIS CARTUCHO 300UNID SAO JOAO SAUDE CX24;144;CREMER;N;-;-;-;C;-;-
808391;ABSORVENTES PARA SEIOS CARTUCHO 30UNID REVITART CX12;144;CREMER;N;-;-;-;C;-;-
808893;NOVASOURCE PROLINE SIST FECH FR 1L NESTLE;AB8;NESTLE HEALTH SCIENCE;N;NESTLE;Importado;Inativo;C;Não;KARINA
808894;ELETRODO P/MONIT MEDITRACE 200 ESPU AD PCT 100UN REF31050522;334;MEDITRACE;N;MEDITRACE;Importado;Ativo;A;Não;-
808933;HASTES FLEXIVEIS CARTUCHO 75UNID REALE CX72;144;CREMER;N;-;-;-;C;-;-
808940;HASTES FLEXIVEIS CARTUCHO 150UNID REALE CX24;144;CREMER;N;-;-;-;C;-;-
808957;ALGODAO HIDROFILO BOLAS 50G REALE FD48;144;CREMER;N;-;-;-;C;-;-
808964;ALGODAO HIDROFILO BOLAS 95G REALE FD20;144;CREMER;N;-;-;-;C;-;-
808971;ALGODAO DISCO 100UNID REALE CX18;144;CREMER;N;-;-;-;C;-;-
808988;ALGODAO HIDROFILO QUADRADO FILEIRA DUPLA 150UNID DUNYA CX24;144;CREMER;N;-;-;-;C;-;-
808995;HASTES FLEXIVEIS CARTUCHO 75UNID PRODAY CX72;144;CREMER;N;-;-;-;C;-;-
